time,mv
00:04.441760,-0.002
00:04.445670,-0.002
00:04.449580,-0.002
00:04.453490,-0.001
00:04.457400,-0.001
00:04.461310,0.0
00:04.465220,0.002
00:04.469130,0.002
00:04.473040,0.002
00:04.476950,0.003
00:04.480860,0.003
00:04.484770,0.004
00:04.488680,0.005
00:04.492590,0.006
00:04.496500,0.008
00:04.500410,0.009000000000000001
00:04.504320,0.01
00:04.508230,0.012
00:04.512140,0.014
00:04.516050,0.014
00:04.519960,0.014
00:04.523870,0.015
00:04.527780,0.017
00:04.531690,0.019
00:04.535600,0.021
00:04.539510,0.024
00:04.543420,0.026000000000000002
00:04.547330,0.028
00:04.551240,0.029
00:04.555150,0.032
00:04.559060,0.034
00:04.562970,0.035
00:04.566880,0.037
00:04.570790,0.038
00:04.574700,0.039
00:04.578610,0.039
00:04.582520,0.041
00:04.586430,0.042
00:04.590340,0.042
00:04.594250,0.041
00:04.598160,0.04
00:04.602070,0.039
00:04.605980,0.04
00:04.609890,0.04
00:04.613800,0.038
00:04.617710,0.037
00:04.621620,0.036000000000000004
00:04.625530,0.035
00:04.629440,0.033
00:04.633350,0.032
00:04.637260,0.03
00:04.641170,0.027
00:04.645080,0.025
00:04.648990,0.023
00:04.652900,0.02
00:04.656810,0.017
00:04.660720,0.016
00:04.664630,0.015
00:04.668540,0.013000000000000001
00:04.672450,0.01
00:04.676360,0.008
00:04.680270,0.005
00:04.684180,0.004
00:04.688090,0.003
00:04.692000,0.002
00:04.695910,0.002
00:04.699820,0.001
00:04.703730,-0.001
00:04.707640,-0.002
00:04.711550,-0.003
00:04.715460,-0.003
00:04.719370,-0.003
00:04.723280,-0.004
00:04.727190,-0.004
00:04.731100,-0.003
00:04.735010,-0.002
00:04.738920,-0.003
00:04.742830,-0.004
00:04.746740,-0.004
00:04.750650,-0.004
00:04.754560,-0.004
00:04.758470,-0.003
00:04.762380,-0.003
00:04.766290,-0.003
00:04.770200,-0.003
00:04.774110,-0.002
00:04.778020,-0.002
00:04.781930,-0.001
00:04.785840,0.0
00:04.789750,0.0
00:04.793660,0.0
00:04.797570,0.0
00:04.801480,0.0
00:04.805390,0.001
00:04.809300,0.0
00:04.813210,-0.001
00:04.817120,-0.001
00:04.821030,0.0
00:04.824940,0.0
00:04.828850,0.0
00:04.832760,0.0
00:04.836670,0.0
00:04.840580,-0.001
00:04.844490,-0.001
00:04.848400,-0.001
00:04.852310,-0.001
00:04.856220,-0.001
00:04.860130,-0.001
00:04.864040,-0.001
00:04.867950,-0.002
00:04.871860,-0.003
00:04.875770,-0.003
00:04.879680,-0.003
00:04.883590,-0.004
00:04.887500,-0.005
00:04.891410,-0.005
00:04.895320,-0.005
00:04.899230,-0.004
00:04.903140,-0.005
00:04.907050,-0.005
00:04.910960,-0.005
00:04.914870,-0.006
00:04.918780,-0.007
00:04.922690,-0.007
00:04.926600,-0.006
00:04.930510,-0.006
00:04.934420,-0.008
00:04.938330,-0.007
00:04.942240,-0.008
00:04.946150,-0.008
00:04.950060,-0.007
00:04.953970,-0.007
00:04.957880,-0.007
00:04.961790,-0.007
00:04.965700,-0.008
00:04.969610,-0.008
00:04.973520,-0.008
00:04.977430,-0.008
00:04.981340,-0.009000000000000001
00:04.985250,-0.009000000000000001
00:04.989160,-0.008
00:04.993070,-0.008
00:04.996980,-0.008
00:05.000890,-0.009000000000000001
00:05.004800,-0.01
00:05.008710,-0.008
00:05.012620,-0.007
00:05.016530,-0.006
00:05.020440,-0.004
00:05.024350,-0.003
00:05.028260,-0.002
00:05.032170,-0.002
00:05.036080,-0.002
00:05.039990,-0.001
00:05.043900,0.0
00:05.047810,0.001
00:05.051720,0.002
00:05.055630,0.003
00:05.059540,0.005
00:05.063450,0.005
00:05.067360,0.005
00:05.071270,0.005
00:05.075180,0.004
00:05.079090,0.004
00:05.083000,0.003
00:05.086910,0.002
00:05.090820,0.001
00:05.094730,0.0
00:05.098640,-0.001
00:05.102550,-0.002
00:05.106460,-0.005
00:05.110370,-0.005
00:05.114280,-0.006
00:05.118190,-0.009000000000000001
00:05.122100,-0.01
00:05.126010,-0.011
00:05.129920,-0.013000000000000001
00:05.133830,-0.014
00:05.137740,-0.014
00:05.141650,-0.013000000000000001
00:05.145560,-0.013000000000000001
00:05.149470,-0.013000000000000001
00:05.153380,-0.015
00:05.157290,-0.015
00:05.161200,-0.015
00:05.165110,-0.013000000000000001
00:05.169020,-0.013000000000000001
00:05.172930,-0.013000000000000001
00:05.176840,-0.014
00:05.180750,-0.015
00:05.184660,-0.014
00:05.188570,-0.013000000000000001
00:05.192480,-0.012
00:05.196390,-0.01
00:05.200300,-0.005
00:05.204210,0.003
00:05.208120,0.019
00:05.212030,0.042
00:05.215940,0.075
00:05.219850,0.117
00:05.223760,0.157
00:05.227670,0.17500000000000002
00:05.231580,0.158
00:05.235490,0.107
00:05.239400,0.041
00:05.243310,-0.023
00:05.247220,-0.062
00:05.251130,-0.069
00:05.255040,-0.061
00:05.258950,-0.046
00:05.262860,-0.035
00:05.266770,-0.028
00:05.270680,-0.025
00:05.274590,-0.023
00:05.278500,-0.02
00:05.282410,-0.016
00:05.286320,-0.013000000000000001
00:05.290230,-0.011
00:05.294140,-0.01
00:05.298050,-0.008
00:05.301960,-0.006
00:05.305870,-0.006
00:05.309780,-0.006
00:05.313690,-0.006
00:05.317600,-0.005
00:05.321510,-0.005
00:05.325420,-0.005
00:05.329330,-0.004
00:05.333240,-0.003
00:05.337150,-0.002
00:05.341060,-0.001
00:05.344970,-0.001
00:05.348880,0.0
00:05.352790,0.001
00:05.356700,0.003
00:05.360610,0.002
00:05.364520,0.002
00:05.368430,0.003
00:05.372340,0.005
00:05.376250,0.006
00:05.380160,0.008
00:05.384070,0.01
00:05.387980,0.01
00:05.391890,0.012
00:05.395800,0.017
00:05.399710,0.019
00:05.403620,0.021
00:05.407530,0.023
00:05.411440,0.025
00:05.415350,0.027
00:05.419260,0.029
00:05.423170,0.031
00:05.427080,0.035
00:05.430990,0.036000000000000004
00:05.434900,0.038
00:05.438810,0.039
00:05.442720,0.041
00:05.446630,0.042
00:05.450540,0.043000000000000003
00:05.454450,0.043000000000000003
00:05.458360,0.044
00:05.462270,0.045
00:05.466180,0.045
00:05.470090,0.046
00:05.474000,0.046
00:05.477910,0.046
00:05.481820,0.045
00:05.485730,0.044
00:05.489640,0.044
00:05.493550,0.041
00:05.497460,0.041
00:05.501370,0.039
00:05.505280,0.037
00:05.509190,0.034
00:05.513100,0.032
00:05.517010,0.029
00:05.520920,0.026000000000000002
00:05.524830,0.023
00:05.528740,0.019
00:05.532650,0.016
00:05.536560,0.014
00:05.540470,0.011
00:05.544380,0.009000000000000001
00:05.548290,0.006
00:05.552200,0.004
00:05.556110,0.003
00:05.560020,0.001
00:05.563930,-0.001
00:05.567840,-0.002
00:05.571750,-0.003
00:05.575660,-0.004
00:05.579570,-0.006
00:05.583480,-0.005
00:05.587390,-0.005
00:05.591300,-0.005
00:05.595210,-0.006
00:05.599120,-0.007
00:05.603030,-0.007
00:05.606940,-0.008
00:05.610850,-0.007
00:05.614760,-0.007
00:05.618670,-0.007
00:05.622580,-0.007
00:05.626490,-0.006
00:05.630400,-0.007
00:05.634310,-0.007
00:05.638220,-0.007
00:05.642130,-0.006
00:05.646040,-0.006
00:05.649950,-0.006
00:05.653860,-0.006
00:05.657770,-0.005
00:05.661680,-0.004
00:05.665590,-0.003
00:05.669500,-0.004
00:05.673410,-0.004
00:05.677320,-0.004
00:05.681230,-0.003
00:05.685140,-0.002
00:05.689050,-0.002
00:05.692960,-0.003
00:05.696870,-0.002
00:05.700780,-0.002
00:05.704690,-0.003
00:05.708600,-0.002
00:05.712510,-0.001
00:05.716420,-0.003
00:05.720330,-0.004
00:05.724240,-0.003
00:05.728150,-0.004
00:05.732060,-0.004
00:05.735970,-0.004
00:05.739880,-0.005
00:05.743790,-0.005
00:05.747700,-0.005
00:05.751610,-0.005
00:05.755520,-0.006
00:05.759430,-0.006
00:05.763340,-0.007
00:05.767250,-0.008
00:05.771160,-0.008
00:05.775070,-0.007
00:05.778980,-0.008
00:05.782890,-0.009000000000000001
00:05.786800,-0.009000000000000001
00:05.790710,-0.008
00:05.794620,-0.008
00:05.798530,-0.008
00:05.802440,-0.009000000000000001
00:05.806350,-0.01
00:05.810260,-0.011
00:05.814170,-0.011
00:05.818080,-0.011
00:05.821990,-0.01
00:05.825900,-0.011
00:05.829810,-0.011
00:05.833720,-0.012
00:05.837630,-0.012
00:05.841540,-0.013000000000000001
00:05.845450,-0.012
00:05.849360,-0.011
00:05.853270,-0.011
00:05.857180,-0.011
00:05.861090,-0.012
00:05.865000,-0.012
00:05.868910,-0.013000000000000001
00:05.872820,-0.012
00:05.876730,-0.013000000000000001
00:05.880640,-0.013000000000000001
00:05.884550,-0.012
00:05.888460,-0.011
00:05.892370,-0.01
00:05.896280,-0.009000000000000001
00:05.900190,-0.008
00:05.904100,-0.007
00:05.908010,-0.006
00:05.911920,-0.005
00:05.915830,-0.004
00:05.919740,-0.003
00:05.923650,-0.003
00:05.927560,-0.002
00:05.931470,-0.002
00:05.935380,0.001
00:05.939290,0.002
00:05.943200,0.002
00:05.947110,0.003
00:05.951020,0.003
00:05.954930,0.001
00:05.958840,0.0
00:05.962750,0.0
00:05.966660,-0.002
00:05.970570,-0.003
00:05.974480,-0.003
00:05.978390,-0.005
00:05.982300,-0.006
00:05.986210,-0.008
00:05.990120,-0.01
00:05.994030,-0.012
00:05.997940,-0.014
00:06.001850,-0.015
00:06.005760,-0.016
00:06.009670,-0.017
00:06.013580,-0.017
00:06.017490,-0.017
00:06.021400,-0.017
00:06.025310,-0.017
00:06.029220,-0.017
00:06.033130,-0.018000000000000002
00:06.037040,-0.018000000000000002
00:06.040950,-0.017
00:06.044860,-0.016
00:06.048770,-0.017
00:06.052680,-0.018000000000000002
00:06.056590,-0.017
00:06.060500,-0.017
00:06.064410,-0.016
00:06.068320,-0.016
00:06.072230,-0.015
00:06.076140,-0.013000000000000001
00:06.080050,-0.008
00:06.083960,0.003
00:06.087870,0.023
00:06.091780,0.049
00:06.095690,0.085
00:06.099600,0.131
00:06.103510,0.167
00:06.107420,0.179
00:06.111330,0.154
00:06.115240,0.097
00:06.119150,0.026000000000000002
00:06.123060,-0.039
00:06.126970,-0.07100000000000001
00:06.130880,-0.073
00:06.134790,-0.062
00:06.138700,-0.048
00:06.142610,-0.037
00:06.146520,-0.032
00:06.150430,-0.029
00:06.154340,-0.027
00:06.158250,-0.024
00:06.162160,-0.019
00:06.166070,-0.016
00:06.169980,-0.015
00:06.173890,-0.013000000000000001
00:06.177800,-0.011
00:06.181710,-0.011
00:06.185620,-0.011
00:06.189530,-0.011
00:06.193440,-0.011
00:06.197350,-0.01
00:06.201260,-0.009000000000000001
00:06.205170,-0.008
00:06.209080,-0.008
00:06.212990,-0.007
00:06.216900,-0.005
00:06.220810,-0.005
00:06.224720,-0.005
00:06.228630,-0.003
00:06.232540,-0.002
00:06.236450,-0.001
00:06.240360,-0.001
00:06.244270,0.0
00:06.248180,0.003
00:06.252090,0.004
00:06.256000,0.005
00:06.259910,0.005
00:06.263820,0.007
00:06.267730,0.009000000000000001
00:06.271640,0.011
00:06.275550,0.014
00:06.279460,0.016
00:06.283370,0.018000000000000002
00:06.287280,0.021
00:06.291190,0.023
00:06.295100,0.025
00:06.299010,0.027
00:06.302920,0.028
00:06.306830,0.03
00:06.310740,0.033
00:06.314650,0.035
00:06.318560,0.038
00:06.322470,0.039
00:06.326380,0.039
00:06.330290,0.041
00:06.334200,0.041
00:06.338110,0.042
00:06.342020,0.043000000000000003
00:06.345930,0.043000000000000003
00:06.349840,0.042
00:06.353750,0.041
00:06.357660,0.041
00:06.361570,0.042
00:06.365480,0.043000000000000003
00:06.369390,0.042
00:06.373300,0.041
00:06.377210,0.039
00:06.381120,0.037
00:06.385030,0.035
00:06.388940,0.033
00:06.392850,0.031
00:06.396760,0.027
00:06.400670,0.024
00:06.404580,0.021
00:06.408490,0.018000000000000002
00:06.412400,0.015
00:06.416310,0.013000000000000001
00:06.420220,0.009000000000000001
00:06.424130,0.006
00:06.428040,0.004
00:06.431950,0.003
00:06.435860,0.001
00:06.439770,-0.001
00:06.443680,-0.002
00:06.447590,-0.004
00:06.451500,-0.005
00:06.455410,-0.007
00:06.459320,-0.007
00:06.463230,-0.007
00:06.467140,-0.008
00:06.471050,-0.009000000000000001
00:06.474960,-0.008
00:06.478870,-0.009000000000000001
00:06.482780,-0.009000000000000001
00:06.486690,-0.01
00:06.490600,-0.01
00:06.494510,-0.009000000000000001
00:06.498420,-0.009000000000000001
00:06.502330,-0.009000000000000001
00:06.506240,-0.008
00:06.510150,-0.008
00:06.514060,-0.009000000000000001
00:06.517970,-0.009000000000000001
00:06.521880,-0.008
00:06.525790,-0.008
00:06.529700,-0.006
00:06.533610,-0.005
00:06.537520,-0.006
00:06.541430,-0.006
00:06.545340,-0.005
00:06.549250,-0.006
00:06.553160,-0.006
00:06.557070,-0.005
00:06.560980,-0.005
00:06.564890,-0.005
00:06.568800,-0.005
00:06.572710,-0.004
00:06.576620,-0.004
00:06.580530,-0.005
00:06.584440,-0.005
00:06.588350,-0.006
00:06.592260,-0.006
00:06.596170,-0.006
00:06.600080,-0.007
00:06.603990,-0.007
00:06.607900,-0.007
00:06.611810,-0.006
00:06.615720,-0.007
00:06.619630,-0.007
00:06.623540,-0.007
00:06.627450,-0.006
00:06.631360,0.0
00:06.635270,0.011
00:06.639180,0.031
00:06.643090,0.057
00:06.647000,0.09
00:06.650910,0.127
00:06.654820,0.155
00:06.658730,0.17
00:06.662640,0.171
00:06.666550,0.168
00:06.670460,0.157
00:06.674370,0.138
00:06.678280,0.113
00:06.682190,0.085
00:06.686100,0.054
00:06.690010,0.027
00:06.693920,0.006
00:06.697830,-0.007
00:06.701740,-0.016
00:06.705650,-0.023
00:06.709560,-0.029
00:06.713470,-0.033
00:06.717380,-0.031
00:06.721290,-0.03
00:06.725200,-0.028
00:06.729110,-0.022
00:06.733020,-0.017
00:06.736930,-0.014
00:06.740840,-0.015
00:06.744750,-0.016
00:06.748660,-0.017
00:06.752570,-0.017
00:06.756480,-0.017
00:06.760390,-0.016
00:06.764300,-0.015
00:06.768210,-0.016
00:06.772120,-0.017
00:06.776030,-0.017
00:06.779940,-0.016
00:06.783850,-0.016
00:06.787760,-0.017
00:06.791670,-0.016
00:06.795580,-0.016
00:06.799490,-0.015
00:06.803400,-0.016
00:06.807310,-0.015
00:06.811220,-0.014
00:06.815130,-0.014
00:06.819040,-0.014
00:06.822950,-0.013000000000000001
00:06.826860,-0.012
00:06.830770,-0.011
00:06.834680,-0.01
00:06.838590,-0.01
00:06.842500,-0.01
00:06.846410,-0.009000000000000001
00:06.850320,-0.007
00:06.854230,-0.007
00:06.858140,-0.007
00:06.862050,-0.005
00:06.865960,-0.005
00:06.869870,-0.005
00:06.873780,-0.003
00:06.877690,-0.002
00:06.881600,-0.002
00:06.885510,-0.002
00:06.889420,-0.001
00:06.893330,0.0
00:06.897240,0.0
00:06.901150,0.0
00:06.905060,0.0
00:06.908970,0.001
00:06.912880,0.002
00:06.916790,0.004
00:06.920700,0.005
00:06.924610,0.005
00:06.928520,0.007
00:06.932430,0.007
00:06.936340,0.007
00:06.940250,0.007
00:06.944160,0.006
00:06.948070,0.005
00:06.951980,0.004
00:06.955890,0.004
00:06.959800,0.003
00:06.963710,0.003
00:06.967620,0.001
00:06.971530,0.0
00:06.975440,-0.001
00:06.979350,-0.002
00:06.983260,-0.002
00:06.987170,-0.001
00:06.991080,-0.001
00:06.994990,0.002
00:06.998900,0.003
00:07.002810,0.003
00:07.006720,0.005
00:07.010630,0.006
00:07.014540,0.007
00:07.018450,0.008
00:07.022360,0.008
00:07.026270,0.006
00:07.030180,0.005
00:07.034090,0.004
00:07.038000,0.004
00:07.041910,0.004
00:07.045820,0.004
00:07.049730,0.003
00:07.053640,0.001
00:07.057550,0.0
00:07.061460,-0.002
00:07.065370,-0.003
00:07.069280,-0.005
00:07.073190,-0.008
00:07.077100,-0.01
00:07.081010,-0.012
00:07.084920,-0.013000000000000001
00:07.088830,-0.014
00:07.092740,-0.013000000000000001
00:07.096650,-0.012
00:07.100560,-0.014
00:07.104470,-0.015
00:07.108380,-0.015
00:07.112290,-0.015
00:07.116200,-0.016
00:07.120110,-0.016
00:07.124020,-0.016
00:07.127930,-0.018000000000000002
00:07.131840,-0.02
00:07.135750,-0.019
00:07.139660,-0.019
00:07.143570,-0.018000000000000002
00:07.147480,-0.018000000000000002
00:07.151390,-0.019
00:07.155300,-0.019
00:07.159210,-0.019
00:07.163120,-0.019
00:07.167030,-0.019
00:07.170940,-0.019
00:07.174850,-0.019
00:07.178760,-0.019
00:07.182670,-0.016
00:07.186580,-0.013000000000000001
00:07.190490,-0.008
00:07.194400,0.003
00:07.198310,0.024
00:07.202220,0.054
00:07.206130,0.097
00:07.210040,0.145
00:07.213950,0.178
00:07.217860,0.181
00:07.221770,0.145
00:07.225680,0.082
00:07.229590,0.01
00:07.233500,-0.053
00:07.237410,-0.079
00:07.241320,-0.078
00:07.245230,-0.066
00:07.249140,-0.053
00:07.253050,-0.043000000000000003
00:07.256960,-0.035
00:07.260870,-0.031
00:07.264780,-0.028
00:07.268690,-0.025
00:07.272600,-0.021
00:07.276510,-0.019
00:07.280420,-0.017
00:07.284330,-0.016
00:07.288240,-0.016
00:07.292150,-0.016
00:07.296060,-0.014
00:07.299970,-0.014
00:07.303880,-0.013000000000000001
00:07.307790,-0.012
00:07.311700,-0.011
00:07.315610,-0.011
00:07.319520,-0.011
00:07.323430,-0.01
00:07.327340,-0.009000000000000001
00:07.331250,-0.008
00:07.335160,-0.007
00:07.339070,-0.006
00:07.342980,-0.006
00:07.346890,-0.005
00:07.350800,-0.003
00:07.354710,-0.003
00:07.358620,-0.002
00:07.362530,0.0
00:07.366440,0.002
00:07.370350,0.004
00:07.374260,0.004
00:07.378170,0.006
00:07.382080,0.008
00:07.385990,0.01
00:07.389900,0.012
00:07.393810,0.015
00:07.397720,0.017
00:07.401630,0.019
00:07.405540,0.022
00:07.409450,0.023
00:07.413360,0.025
00:07.417270,0.028
00:07.421180,0.029
00:07.425090,0.03
00:07.429000,0.031
00:07.432910,0.031
00:07.436820,0.03
00:07.440730,0.032
00:07.444640,0.033
00:07.448550,0.033
00:07.452460,0.033
00:07.456370,0.034
00:07.460280,0.035
00:07.464190,0.035
00:07.468100,0.034
00:07.472010,0.034
00:07.475920,0.031
00:07.479830,0.03
00:07.483740,0.029
00:07.487650,0.027
00:07.491560,0.024
00:07.495470,0.021
00:07.499380,0.019
00:07.503290,0.018000000000000002
00:07.507200,0.016
00:07.511110,0.011
00:07.515020,0.007
00:07.518930,0.004
00:07.522840,0.003
00:07.526750,0.001
00:07.530660,-0.001
00:07.534570,-0.004
00:07.538480,-0.005
00:07.542390,-0.006
00:07.546300,-0.007
00:07.550210,-0.008
00:07.554120,-0.009000000000000001
00:07.558030,-0.009000000000000001
00:07.561940,-0.009000000000000001
00:07.565850,-0.011
00:07.569760,-0.009000000000000001
00:07.573670,-0.008
00:07.577580,-0.008
00:07.581490,-0.009000000000000001
00:07.585400,-0.009000000000000001
00:07.589310,-0.009000000000000001
00:07.593220,-0.009000000000000001
00:07.597130,-0.01
00:07.601040,-0.009000000000000001
00:07.604950,-0.008
00:07.608860,-0.009000000000000001
00:07.612770,-0.01
00:07.616680,-0.009000000000000001
00:07.620590,-0.01
00:07.624500,-0.011
00:07.628410,-0.011
00:07.632320,-0.011
00:07.636230,-0.013000000000000001
00:07.640140,-0.012
00:07.644050,-0.011
00:07.647960,-0.011
00:07.651870,-0.012
00:07.655780,-0.012
00:07.659690,-0.01
00:07.663600,-0.011
00:07.667510,-0.011
00:07.671420,-0.01
00:07.675330,-0.011
00:07.679240,-0.012
00:07.683150,-0.013000000000000001
00:07.687060,-0.012
00:07.690970,-0.012
00:07.694880,-0.011
00:07.698790,-0.011
00:07.702700,-0.011
00:07.706610,-0.01
00:07.710520,-0.011
00:07.714430,-0.011
00:07.718340,-0.011
00:07.722250,-0.01
00:07.726160,-0.012
00:07.730070,-0.014
00:07.733980,-0.014
00:07.737890,-0.014
00:07.741800,-0.015
00:07.745710,-0.015
00:07.749620,-0.014
00:07.753530,-0.015
00:07.757440,-0.014
00:07.761350,-0.012
00:07.765260,-0.006
00:07.769170,0.0
00:07.773080,0.016
00:07.776990,0.042
00:07.780900,0.079
00:07.784810,0.125
00:07.788720,0.16
00:07.792630,0.168
00:07.796540,0.14400000000000002
00:07.800450,0.091
00:07.804360,0.023
00:07.808270,-0.044
00:07.812180,-0.079
00:07.816090,-0.082
00:07.820000,-0.073
00:07.823910,-0.06
00:07.827820,-0.047
00:07.831730,-0.037
00:07.835640,-0.031
00:07.839550,-0.022
00:07.843460,-0.019
00:07.847370,-0.015
00:07.851280,-0.013000000000000001
00:07.855190,-0.011
00:07.859100,-0.009000000000000001
00:07.863010,-0.009000000000000001
00:07.866920,-0.008
00:07.870830,-0.008
00:07.874740,-0.008
00:07.878650,-0.007
00:07.882560,-0.007
00:07.886470,-0.007
00:07.890380,-0.006
00:07.894290,-0.005
00:07.898200,-0.005
00:07.902110,-0.005
00:07.906020,-0.004
00:07.909930,-0.003
00:07.913840,-0.001
00:07.917750,-0.001
00:07.921660,-0.001
00:07.925570,0.0
00:07.929480,0.001
00:07.933390,0.002
00:07.937300,0.003
00:07.941210,0.004
00:07.945120,0.006
00:07.949030,0.008
00:07.952940,0.009000000000000001
00:07.956850,0.011
00:07.960760,0.013000000000000001
00:07.964670,0.014
00:07.968580,0.016
00:07.972490,0.019
00:07.976400,0.02
00:07.980310,0.021
00:07.984220,0.022
00:07.988130,0.023
00:07.992040,0.024
00:07.995950,0.026000000000000002
00:07.999860,0.028
00:08.003770,0.028
00:08.007680,0.028
00:08.011590,0.029
00:08.015500,0.03
00:08.019410,0.03
00:08.023320,0.03
00:08.027230,0.031
00:08.031140,0.032
00:08.035050,0.031
00:08.038960,0.031
00:08.042870,0.032
00:08.046780,0.031
00:08.050690,0.03
00:08.054600,0.029
00:08.058510,0.028
00:08.062420,0.026000000000000002
00:08.066330,0.024
00:08.070240,0.022
00:08.074150,0.02
00:08.078060,0.018000000000000002
00:08.081970,0.016
00:08.085880,0.012
00:08.089790,0.009000000000000001
00:08.093700,0.007
00:08.097610,0.005
00:08.101520,0.002
00:08.105430,0.0
00:08.109340,-0.001
00:08.113250,-0.003
00:08.117160,-0.005
00:08.121070,-0.007
00:08.124980,-0.007
00:08.128890,-0.008
00:08.132800,-0.008
00:08.136710,-0.009000000000000001
00:08.140620,-0.009000000000000001
00:08.144530,-0.009000000000000001
00:08.148440,-0.011
00:08.152350,-0.011
00:08.156260,-0.009000000000000001
00:08.160170,-0.009000000000000001
00:08.164080,-0.01
00:08.167990,-0.01
00:08.171900,-0.009000000000000001
00:08.175810,-0.008
00:08.179720,-0.008
00:08.183630,-0.009000000000000001
00:08.187540,-0.008
00:08.191450,-0.007
00:08.195360,-0.007
00:08.199270,-0.006
00:08.203180,-0.006
00:08.207090,-0.007
00:08.211000,-0.007
00:08.214910,-0.006
00:08.218820,-0.006
00:08.222730,-0.007
00:08.226640,-0.006
00:08.230550,-0.006
00:08.234460,-0.007
00:08.238370,-0.008
00:08.242280,-0.007
00:08.246190,-0.007
00:08.250100,-0.007
00:08.254010,-0.007
00:08.257920,-0.007
00:08.261830,-0.008
00:08.265740,-0.008
00:08.269650,-0.009000000000000001
00:08.273560,-0.01
00:08.277470,-0.01
00:08.281380,-0.009000000000000001
00:08.285290,-0.01
